"code","page","keywords","urls","snippet"
"OR","18","map; risk map; RIT","","Page 13 What do the Climate Hazard Risk Maps tell us? Wildfires in western Oregon, particularly in ODOT Regions 1 and 2, are projected to increase the most. • This growing wildfire footprint overlaps with Oregon’s most densely populated areas with significant transportation networks, infrastructure and assets. • Due to the large amount of fuel (large trees and dense brush), the potential for large, destructive fires is high. • Smoke and other secondary impacts of wildfire in highly populated areas will further complicate transportation safety and require thoughtful collaboration across agencies. Landslides are another widespread hazard with risks magnified by wildfire and heavy precipitation. • Wildfire burns off vegetation that holds soil in place and reduces water absorption in soil. Heavy rains that follow can cause more soil erosion, destabilization and flooding. • Landslides and sinkholes have been the most expensive to repair, totaling about $62 million over 13 years (2009-2021). • This financial burden can be lessened by proactive, large-scale fixes (where warranted). Coastal corridors are on the front line of climate change. • Sea levels are rising and the coastline is erod"
"OR","19","RIT","","Page 14 Shifting Priorities in a Fiscally Constrained Environment Financial risk is also relevant to resilience. ODOT routinely faces costs related to weather events but has not yet tried to associate costs with specific climate driven hazards. To better understand the financial impacts of hazards, this study includes an inventory of internal data from across programs and provides information on historical hazard-specific costs (See Appendix A2). The data, gathered from interviews with ODOT maintenance leadership and their financial records, indicates that climate change is worsening hazard-related challenges. Hazard impacts are shifting from a predictable, seasonal cadence to a near-constant barrage of varied challenges. Maintenance is struggling to keep up. The Maintenance Division does not have sustainable staffing or funding, and will likely face further funding reductions in the future. These cuts are expected despite ongoing climate impacts on a transportation system that was not designed or built to endure them. Understanding and addressing financial risk is critical to improving resilience. The data we present here helps the agency better understand current cost burdens and"
"OR","20","map; RIT","","Page 15 SUMMARY RESULTS: System-wide Hazards The hazards detailed here focus on the highest levels of risk exposure (on a scale from low, medium, high and very high) to help target resilience needs and inform the roadmap strategies and actions. A better understanding of high risk is helpful for a number of reasons, including a better sense of the breadth of the challenges ahead, and more confidence in proactive investments to lessen negative impacts. Inland flooding Inland flooding can damage road infrastructure, culverts, bridges, and maintenance facilities and equipment. Flooding impacts the public via delays, detours, closures and safety issues that can be both long and short-term. Longer term disruptions can have negative economic impacts for communities and businesses. These impacts are more significant for poor and marginalized communities, relative to others, since these communities often lack the capacity and resources to prepare for and recover from extreme events. Statewide, 78% of total highway road miles will be exposed to inland flooding by 2050 and 72% are rated as high risk. Flood risk is expected to get worse across most of the system with the largest increases conc"
"OR","21","map; gis; RIT","https://storymaps.arcgis.com/stories/cb570e3df4e14e03a096b0b920534db9","Page 16 For example, in February 2020 rain and snow melt, driven by an atmospheric river, led to disaster-level flooding that caused evacuations, rescues and deaths near Pendleton, Oregon. Interstate 84, one of the state’s key travel and freight corridors, was closed to at least one lane of traffic for six days. Four nearby state highways were also impacted by closures (Highways 204, 207, 237 and 245). Cost estimates for road and bridge damage, and debris removal are upwards of $12 million, with an additional $17 million requested from ODOT to FHWA for damages to major transportation networks.6 Map of ODOT managed roads with estimated risk for inland flood risk by 2050. 6 OEM https://storymaps.arcgis.com/stories/cb570e3df4e14e03a096b0b920534db9 Inland Flooding by the Numbers • 72% of state highway road miles are at high risk of inland flooding. • There are 3,125 culverts rated in critical condition. The majority are concentrated on the west side of Oregon where projected flood risk is greatest. • There are 527 bridges rated in poor condition. The majority are concentrated on the west side of Oregon where projected flood risk is greatest. • 1,015 hours of transportation delays (19% "
"OR","22","map","https://climate.nasa.gov/news/2740/climate-change-may-lead-to-bigger-atmospheric-rivers/","Page 17 Coastal Flooding & Erosion Coastal flooding can be caused and worsened by multiple factors that happen at the same time. The largest flooding events come from heavy rain storms and atmospheric river events, coupled with king tides (highest high tide), high winds and even small amounts of rain-driven snowmelt.7 While coastal corridors make up only 11% of total state highway road miles, 72% of these corridors are at high risk of flooding. High risk areas are those in the coastal floodplain where seal level rise is projected to have the greatest impact and historically-based flood probabilities are highest. 7 https://climate.nasa.gov/news/2740/climate-change-may-lead-to-bigger-atmospheric-rivers/ Map of ODOT managed roads with estimated risk for coastal flooding by 2055.. What are other DOTs doing to improve flood resilience? • Check out Alaska’s Coastal Resilience Assessment to see how other coastal states consider community needs, fish, transportation and other factors to isolate risks and evaluate resilience opportunities. • Learn about the CalTrans approach to modeling cliff retreat and considering adaptation options (p.19)."
"OR","28","RIT","","Page 23 Region 4 Historically, Region 4 has experienced the highest number of emergency “winter events” and wildfires (1,258 and 398, respectively between 2013 and 2020). In terms of future risk, the region is expected to see significant high risk exposure to extreme heat and daily freeze/thaw cycles. Snow covered area is expected to decrease over time, as is the likelihood of “snow days” (6 inches or more of snowfall in 24 hours, as defined by ODOT). The changes in extreme heat may contribute to more wildfires throughout the region. Locations where flooding and landslides already occur are likely to experience more of these challenges into the future, particularly if impacted by wildfire. Region 4 had the lowest costs associated with hazards, totaling $3.6 million (2% of total costs). Lower costs could be linked to fewer large-scale events during the time period studied. The region had the highest number of “unspecified” events that were difficult to link to costs. Hazard-cost tracking improvements at the region level could benefit preparedness and prioritization of strategic prevention efforts. Region 5 Hazards associated with extreme winter and summer conditions are likely to se"
"OR","31","RIT","","Page 26 Implications for Regions The data reflect the variations in climate across that state. Emergency events that impact each region commonly correlate with climatic differences. For instance, wildfire and winter events are much more common on the east side of the Cascade Range, where conditions are comparatively dry. In contrast, flooding and landslides are dominant west of the Cascades, where rainfall is comparatively high and sometimes extreme. The information provides insight into where proactive, hazard- specific adaptation measures could be targeted to reduce vulnerabilities. Costs summarized • Hazards are expensive. Current cost data show a snapshot of significant spikes related to natural hazard response over the last decade (2009-2021), with a total price tag of $168,333,172. • Region 3 experienced the highest hazard-related costs during the time period studied, dominated by extreme events, including landslides. • Slides and sinks were the costliest hazard across all regions at about $62 million. • Data improvements linking hazards with costs is critical to building on the information we have, informing resource needs and planning for ODOT’s financial future."
"OR","32","map; RIT","","Page 27 CHAPTER 3: TRANSLATING RISK TO ACTION Increasing event impacts across the system and an uncertain future signals a need for a closer look at risk factors and a strategic approach to improving resilience. In addition to the hazard risk assessment and internal data analysis (e.g., costs and historical hazard events), interviews were conducted by the Climate Office with regions and across disciplines to better understand agency resilience. Finally, best practices already in place across DOTs helped to inform the details of the roadmap. Each of these aspects of developing the roadmap played a key role in guiding an agency-specific set of climate change adaptation and resilience strategies and actions. An Ear to the Ground: Engagement Building an agency roadmap that facilitates resilience and adaptation requires knowing where we are starting from, and knowing what our strengths and weaknesses are. To this end, internal conversations were centered on two central questions: 1. What is ODOT already doing to be resilient (what’s going well)? 2. What barriers need to be overcome in order to expand or improve these efforts at ODOT? These critical questions were explored with agency an"
"OR","33","tool; RIT","","Page 28 Interviews with ODOT Staff Interviews with ODOT leadership, region subject matter experts, and strategic communications staff were an essential step toward understanding adaptation and resilience needs at a practical scale. Three primary interviews focused on cost information with headquarters leadership, capturing regional resilience needs and barriers from the perspective of regional leadership, and a follow up interview with roundtable participants from the Communications Division to further discuss the role of Communications in facilitating resilience building changes at ODOT. Each of these interviews helped to refine data used in this report’s analysis or informed the development of the adaptation strategies and actions. The discussions with regional staff were noteworthy; staff emphasized resilience needs and barriers, as well as the variety of climate change resilience building activities that are already embedded in ODOT’s daily work of maintaining system safety and reliability. These range from rapid responses to emergencies, post- event discussions to learn from experience, proactive signage and public communication efforts, equipment sharing, shifting personnel c"
"OR","34","RIT","","Page 29 External Engagement | Area Commissions on Transportation (ACTs) Communicating about local transportation network needs and challenges is a critical component of resilience planning. It also opens up opportunity for expanding co-benefits of planned work and leveraging funding opportunities to enable expansion of resilience efforts and increased efficiency of funds. External engagement with several Area Commissions on Transportation (ACTs) added local transportation system context. Local systems are an essential consideration given the interconnected nature of state-wide transportation systems. Outreach with ACTs was used to present preliminary findings and gather insights to augment ODOT’s resilience strategies and actions. Key themes from this initial engagement include: » Ensuring Tribes were included and consulted about adaptation needs and solutions. » Opportunities for collaboration exist; communicating with counties and other jurisdictions about their formal adaptation planning processes is an important early step in coordinating efforts. » Ongoing engagement with ACTs will aid communication and coordination efforts. The climate office and other ODOT leadership will co"
"OR","37","tool; map; gis; RIT","","Page 32 Delivery, Design & Engineering » TransGIS is an existing tool used for planning that is set up well for adding additional climate risk information. » New social equity mapping efforts at ODOT will better serve historically marginalized communities. » There’s an existing process for innovative project pilots and many existing pilots have a corridor-scale focus. » Engineers can design things very well if they know materials and goals. » Manuals and guidance documents exist that influence infrastructure- these are responsive to change and can be updated over time as new, local climate information develops. » Internal coordination with maintenance is considered to be to be important and there’s support for shifting the timing and purpose of current communications to acknowledge maintenance’s long-term responsibility or “inheritance” of all that is designed and built at ODOT. Policy and Programs » There is consensus among the group regarding the need to institutionalize or codify resilience within existing agency policy. » Shared focus on a need for easy-to-implement resilience strategies. » Funding and staffing needs are well understood. » ODOT has a history of working with par"
"OR","39","tool; RIT","","Page 34 Guiding Principles Three core principles cut across all adaptation strategies and actions and represent what the agency can continue to strive for in support of climate resilience. These include climate equity; community engagement, communication and coordination; and economic impact. Climate Equity Climate change is fundamentally tied to social equity and justice. The negative consequences of a changing climate are not endured the same way across the Oregon public. Low income and disadvantaged communities9 are not on equal or fair footing when it comes to preparing for or coping with the negative effects of climate change. For example, socio-economic differences directly influence how impacts like health, safety, and emergency event response are experienced, and influence access to resources and information for recovery or avoiding harm in the first place. It is unjust that low income and disadvantaged communities contribute the least to the causes of climate change, but are disproportionately harmed. 9 Disadvantaged communities are communities that experience disproportionately high and adverse health, environmental, climate related, economic, and other cumulative impacts"
"OR","40","RIT","","Page 35 Equity acknowledges that not all people, or all communities, are starting from the same place due to historic and current systems of oppression. Equity is the effort to provide different levels of support based on an individual’s or group’s needs in order to achieve fairness in outcomes. Equity actionably empowers communities most impacted by systemic oppression and requires the redistribution of resources, power, and opportunity to those communities (see glossary terms and definitions). When we think about enhancing climate change resilience, there is potential to harm communities with interventions if they are not appropriately designed. Equity is relevant to the origins and impacts of climate change, and critical to the processes and decisions made to adapt and build resilience. Restoring justice to the process of building lasting resilience requires addressing Oregon’s history, learning from past harms and charting a better path forward."
"OR","41","map; RIT","","Page 36 Community Engagement Community engagement plays a critical role in Oregon’s resilience future. Transportation decisions made today will have long-term legacies. Communities impacted by resilience building efforts need to be engaged to help ensure long-lasting and broad benefits. Public engagement, particularly with historically marginalized, low income and disadvantaged communities, is considered essential to getting adaptation right. Public engagement, particularly with low income and disadvantaged communities, is considered essential to getting adaptation right. The better engaged the public is — particularly those directly impacted by ODOT work — the better the potential outcomes. With social equity as a guiding principal, ODOT can help set the standard for state agencies committed to a transportation system that serves all needs, especially in the face of climate change challenges. When it comes to adapting and building resilience to negative climate change impacts, how well the agency serves the most vulnerable will be a vital measure of success. The roadmap includes specific strategies and actions that infuse equity improvements across the fabric of resilience buildin"
"OR","43","map; RIT","","Page 38 Economic Sustainability Oregon’s transportation systems were not built with current climate impacts in mind. Therefore, to build a climate resilient transportation system, adaptation science must inform future planning, maintenance, design and construction moving forward. These steps support maintaining and optimizing system functionality going forward and reduce the impact of climate variability and change on economic viability and sustainability. The ODOT resilience corridors (see Appendix A1), identified as part of this work, represent the priority corridors (those of economic importance that are currently prioritized for upkeep and investment) that are at the highest risk of disruption from climate impacts. In addition to these corridors, a broad cost analysis of recent, historical hazard events highlights the financial strain already incurred by the agency and provides insight into future fiscal burden as trends continue and worsen. The roadmap outlines strategies and actions ODOT must take in order to minimize climate change impacts and maximize resilience investments. For example, ODOT must develop and implement better tracking on the fiscal impacts of climate hazard"
"OR","45","RIT","","Page 40 RESILIENCE GOALS, ADAPTATION STRATEGIES AND IMPLEMENTATION ACTIONS Information is constantly changing and improving, yet timely infrastructure decisions require accurate data about the extent, timing, and distribution of potential risks and impacts. An increasingly unpredictable environment poses a challenge and compounded by major transportation infrastructure and urban centers built in climate vulnerable locations. The risk perceptions among the public and decision-makers also vary widely. These challenges are at the heart of the goals, strategies, and actions outlined below as they were designed to be flexible enough to account for the regional climate variability and other localized context and conditions on the ground. To develop this list of strategies, we engaged in a series of internal interviews, facilitated four discipline focused Resilience Roundtable discussions and consulted resilience plans of other state departments of transportation. Through these efforts, we identified strategies that would help ODOT achieve several goals across four key outcome areas: » Institutionalize Resilience Priority » Advance Research & Data-Driven Practices » Maximize Resilience In"
"OR","46","map; RIT","","Page 41 Resilience Goals Institutionalize Resilience Priority Advance Research & Data- Driven Practices Maximize Resilience Investments Build Climate Resilient Infrastructure » ODOT has an integrated policy and decision- making framework that prioritizes climate resilience, emergency preparedness and response. » Employees understand how their work supporting adaptation and resilience outcomes ties into the broader agency policy agenda. » ODOT has strong internal and external coordination and partnerships. » ODOT is able to proactively monitor and document climate related impacts to the transportation system. » ODOT staff have increased access and ability to interpret climate change information using relevant data and maps » Tracking change and monitoring progress guides decision making as climate change effects evolve over time. » ODOT understands and is positioned to take full advantage of the variety of existing and emerging funding opportunities that can be used for resilience investments. » Funded projects are selected, scoped, and designed to effectively address known risks and shifting needs. » Infrastructure investments enhance protection and resilience of infrastructure to "
"OR","47","tool; RIT","","Page 42 Resilience Strategies Institutionalize Resilience Priority Advance Research & Data- Driven Decision-Making Maximize Resilience Investments Build & Maintain Climate- Resilient Infrastructure 1.1 Codify climate considerations in policy plans and decision- making processes 2.1 Develop resilience research plan 3.1 Develop resilience investment strategy 4.1 Connect system-level risk assessment to project- level planning and decision-making 1.2 Adopt holistic all-hazards approach to address system vulnerabilities 2.2 Establish resilience performance measures, monitor and report on agency performance/ progress 3.2 Build a business case for resilience investments. 4.2 Pilot context-sensitive solutions, promote green infrastructure options wherever practicable 1.3 Facilitate collaborative, multi-partner approaches to climate risk and disaster planning efforts 2.3 Deploy comprehensive incident and hazard event, cost and other data-tracking systems necessary to enable climate informed decisions. 3.3 Prepare odot for funding opportunities to ensure the agency is competitive 4.3 Adopt climate informed design standards, guidance, and tools 2.4 Provide guidance, education and training reg"
"OR","48","RIT","","Page 43 OUTCOME AREA: Institutionalize Resilience Priority » ODOT has an integrated policy and decision-making framework that prioritizes climate resilience, emergency preparedness and response. » Employees understand how their work supporting adaptation and resilience outcomes ties into the broader agency policy agenda. » ODOT has strong internal and external coordination and partnerships. Strategies Anticipated Start Year Implementation Actions 1.1 Codify climate adaptation considerations in policies, programs and decision- making processes 2022 Update agency policy plans to integrate climate risk considerations and prioritize resilience outcomes. 2022 Establish consistent agency resilience goals, talking points, and language used to describe ODOT’s climate adaptation and resilience work-efforts. 2023 Integrate climate risk data into decision-making processes, starting with high-impact decisions. 2024 Incorporate climate resilience into Agency contracting requirements. 1.2 Adopt holistic all-hazards approach to address system vulnerabilities 2024 Promote an all-hazards resilience approach. 2024 Establish agency-wide funding and repair policies that promote proactive maintenance a"
"OR","51","tool; map; risk map; RIT","","Page 46 OUTCOME AREA: Build and Maintain Climate-Resilient Infrastructure » Infrastructure investments enhance protection and resilience of infrastructure to climate hazards. » Resilience-building efforts prioritize vulnerable communities, especially those marginalized by structural targeting and historical divestment. » The potential impacts of not proactively investing in adaptation are well understood when deciding how to make the best use of limited resources. » Investments advance ODOT’s ability to meet its mission into the future. Strategies Anticipated Start Year Implementation Actions 4.1 Connect System-Level Risk Assessment to Project-Level Planning and Decision-making 2022 Adopt Climate Hazard Risk Maps as agency tool to identify and prioritize resilience corridors for strategic investment (see Special Note on PROTECT, below). 2022 Integrate consideration of climate risks in existing infrastructure funding programs project selection criteria. Special Note Re: Federal Funding Opportunities: Promoting Resilient Operations for Transformative, Efficient, and Cost Saving Transportation (PROTECT) Program and mapped Resilience Corridors The PROTECT program, established under IIJ"
"OR","52","tool; application; RIT","","Page 47 OUTCOME AREA: Build and Maintain Climate-Resilient Infrastructure » Infrastructure investments enhance protection and resilience of infrastructure to climate hazards. » Resilience-building efforts prioritize vulnerable communities, especially those marginalized by structural targeting and historical divestment. » The potential impacts of not proactively investing in adaptation are well understood when deciding how to make the best use of limited resources. » Investments advance ODOT’s ability to meet its mission into the future. 4.2 Pilot context-sensitive solutions, promote green infrastructure options wherever practicable 2023 - Ongoing Pilot use and application of resilience data, design innovations and best practices for high-risk, hazard-prone infrastructure (start with culverts and bridges; phase expansion to additional assets/programs). Ongoing Promote use of green infrastructure and nature-based solutions wherever practicable that align with both resiliency and greenhouse gas reduction goals (e.g. carbon sequestration). 4.3 Adopt climate informed design standards, guidance, and tools 2024 Adopt project engineering design guidance and standards that integrate climate"
"OR","53","tool; map; application; risk map; RIT","","Page 48 NEXT STEPS Over the next several months, ODOT’s Climate Office Adaptation Team will work with a cross-functional implementation team, made up of subject matter experts across ODOT divisions to operationalize resilience strategies, develop a centralized governance and reporting structure. Effective implementation will require cross-functional coordination internally and also with federal, state and local agency partners, Tribes and Indigenous groups, community members to find collaborative approaches and solutions, connect with impacted stakeholders, and learn best practices. Some of the Actions ODOT will take during Year One Implementation: » Update agency policy plans to integrate climate risk considerations. » Establish consistent agency resilience goals, talking points, and language. » Integrate climate risk data into decision-making processes, starting with high-impact decisions. » Develop agency-wide metrics for tracking impacts of climate stressors. » Expand participation in and advancement of research activities. » Publish a centralized hub for all ODOT relevant climate data, education resources, and tools. » Identify federal, state, and local funding sources that ca"
"OR","56","RIT","","A-1 | Risk Assessment Methodology Detailed description of Consultant desktop study and climate adaptation risk assessment of ODOT priority corridors. ODOT data and hazard response used to inform the development of summary data layers, including the Resilience Corridor layer that will facilitate prioritizing “high need” resilience areas most at-risk of repeated impacts and disruption. - Risk Assessment Methodology Details - Data Details - Historical Hazard Response Patterns by ODOT Region - Resilience Corridors"
"OR","57","RIT","","1 Risk Assessment Methodology Details The desktop multi-hazard risk assessment was carried out through a consultant firm (ICF) in summer 2021. Decision-Making Context The goals of the project are to 1) understand climate change risks to transportation assets statewide and 2) develop an agency-wide operational adaptation strategy. The risk assessment provides an understanding of priority system-wide risks, rather than focusing on individual assets, to inform operational action on adaptation across the department’s agencies and Regions. Scope of Assets The study evaluates climate change risks to highways at a corridor scale. Corridors are defined by highway segments. A corridor length cap of 50 miles is applied in situations where segments are particularly long in between highway intersections. This corridor approach is similar to the ODOT Seismic Lifelines Evaluation; and the Vulnerability Synthesis and Identification Study (2012). In order to present results per ODOT Region, the corridors are segmented by Region. Overview of Risk Assessment Methodology The risk assessment focuses on the key question: Where are the highest risks to ODOT under a changing climate? High risk areas of g"
"OR","58","screening; RIT","","2 Risk is analyzed as a function of exposure and consequences (Figure 1).1 The desktop analysis systematically screens for exposure and consequences using an indicator-based approach, which identifies characteristics or attributes of corridors that serve as Figure 1. This assessment will evaluate exposure and consequences as components of risk, and ultimately high risk areas of concern indicators of their exposure and consequences. The desktop analysis scores the exposure and consequences indicators (i.e., on a scale of 1 to 5), and then combines the scores to calculate a risk score for each corridor. Risk scores are expressed on both a per-hazard basis, and on a combined multi-hazard basis. This screening helps to identify high risk corridors that may experience a) greater severity of exposure and b) greater potential consequences. The analysis zooms out to identify corridors of high risk that may be hotspots for ODOT using data on investment priorities, condition, and past operations dispatches. Analyzing Exposure Exposure Methodology Exposure of corridors is based on the following climate hazards: • Extreme temperature • Freeze/thaw • Extreme precipitation • Snowfall • Inland fl"
"OR","62","tool; map; RIT","","6 significant reductions in greenhouse gases prior to mid-century and RCP 8.5 assumes plausible, largely unabated global greenhouse gas concentrations through the 21st century. RCPs 4.5 and 8.5 are commonly used in climate change studies and help evaluate risks associated with mitigated climate change versus more aggressive climate change, respectively. For the risk assessment, the focus is on RCP 8.5 only to prepare for the more pessimistic risks. • Methodology Temperature and precipitation projections use the standard “delta method,” which refers to the practice of adding modeled change between the historical baseline and future time horizons to observed values derived over the baseline time period. This improves projections and helps “ground-truth” to local planning areas. To accomplish this, ICF used a best available reanalysis dataset matched to the 3.7-mile resolution LOCA downscaled climate projection dataset.6 Geospatial hazard data is used to inform exposure for the other hazards, as described below: • Wildfire Future wildfire risk is characterized using projections of wildfire burn areas made available through the Climate Toolbox. The Climate Toolbox was developed by lead"
"OR","64","viewer; map","","8 feet of sea level rise, respectively,8 plus coastal flood events in the study were evaluated for a 1% annual chance coastal flood and 50% annual chance coastal flood. The geographic scope of the study included 21 major estuaries and the surrounding low-lying shorelands (less than 25 feet in elevation), excluding the Columbia River. Because this dataset does not cover the Columbia River nor the coastal areas in between estuaries, ICF filled in these data gaps with the sea level rise mapping from the NOAA Sea Level Rise Viewer.9 The estuary flooding dataset, where available, supersedes the data from the NOAA SLR viewer since it is more detailed. A limitation is that the two datasets were built using different methodology; however, the combination of the datasets will provide a reasonable look into future sea levels across the state. • Coastal Erosion The analysis uses the Coastal Erosion data layer from DOGAMI. Where DOGAMI data are unavailable, ICF supplemented gaps along the coast with ODOT’s Unstable Slopes Program data. Exposure Scoring For each exposure indicator, ICF defined scoring bins based on the climate data and input from ODOT on scoring thresholds (see 8 Although the s"
"OR","68","RIT","","12 Hazard Indicator A) Unstable Slopes Failure Hazard Score B) DOGAMI SLIDO Exposure score Exposure score adjustment for projected climate Justification Landslides A) Unstable Slopes Failure Hazard Score B) Along corridors where Unstable Slopes Program has not inventoried, apply DOGAMI SLIDO data For both, overlay projected heavy precipitation and wildfire Not exposed; no Unstable Slopes data along inventoried corridors Not exposed; no SLIDO records of incidents 1 No adjustment to areas not currently exposed. Projected increases in heavy precipitation and wildfire have the potential to increase landslides. The Unstable Slopes Failure Hazard Score represents the pace of slides in the past (High represents rapid slides that have created road hazards; Not scored, Low, and Medium represent slower slides or very small failures that did not affect the roadway). The Unstable Slopes Program has prioritized inventory of the landslide areas with highest risk to ODOT. Therefore, along corridors where Unstable Slopes Program has not yet inventoried, the SLIDO data should be considered ‘low’ exposure.11 Failure Hazard Score of: Not scored; Low; or Medium Presence of SLIDO records of incidents W"
"OR","70","gis","","14 Analyzing Consequences Like exposure, consequences are evaluated using an indicator approach. Consequence indicators provide insight into the potential impacts on the system, and broader community, if disruptions along a highway segment were to occur. Indicators • Functional classification Disruption to higher functional classes of highways could cause greater consequences on the economy or local communities. • Traffic flow (in terms of average annual daily traffic [AADT]) Disruption to high-traffic routes could impose greater consequences than less-traveled routes. • Truck flow (in terms of AADT) Disruption to high truck traffic routes could impose greater consequences to the economy. The consequences indicators are scored based on indicator values shown in Table 3. AADT for traffic and truck flow is scored based on percentile by region in order to capture relative consequences within a region, especially regions with more rural areas. The findings are presented by region, and the statewide summary of findings will note the differences in the percentile values. Table 3. Scoring for consequences indicators. Indicator Indicator Value Score Roadway Functional Class Layer from Tran"
"OR","71","map; risk map; RIT","","15 20-40 percentile of ODOT region 2 0-20 percentile of ODOT region 1 For each highway segment, the scores of the Roadway Functional Class and the AADT indicators are averaged (with equal weights) to determine the final consequences score. Assessing Risk A final risk score is calculated using the average exposure and consequences scores (on the scale of 1 to 5) for each corridor to each hazard, as shown in Table 4. For coastal flooding and coastal erosion, if there is no exposure (exposure score of 1), risk is null. Table 4. Quantitative risk matrix. 1 2 Exposure 3 4 5 1 2 3 4 5 Consequences Identifying Risk Corridor-scale risk is represented in a climate hazard risk map. A final risk score is represented for all state highway road segments using Jenks natural breaks classification. Qualitative risk ratings are assigned with a range of “low” “medium” “high” and “very high” so that relative risk is binned to represent lowest to highest risk scores. Note that the lowest and highest risk scores vary across hazards and time scales. Identifying High Risk Areas of Concern- Resilience Corridors Resilience Corridors are preferential corridors for transportation resilience building efforts "
"OR","72","map; RIT","","16 truck and traffic flow corridors that have historically not received preference for maintenance or other investments. Methods applied: These analyses were carried out using ESRI ArcMap 10.1. All TOCs and landslide data were combined and functioned as point values to provide a count of historical events or “incidents” along each corridor (highway segment). A count of climate vulnerable assets in fragile condition (“poor” bridges and “critical” culverts) was derived for each corridor. Corridors with a higher number of combined vulnerable assets are included. Social equity data was overlaid so that only corridors that intersect high social disparity block groups are included (Tiers 1 & 3). Total mileage was calculated for each segment, with all segments over 0.5 miles included. These values were combined with the projected number of climate hazards expected (multi-hazard data) to impact each corridor by mid-century. All criteria are considered equally with no weighting assigned, so that corridors with the highest number of projected climate hazards, the highest number of historical events, and the highest number of vulnerable assets are prioritized. Tier 1 corridors overlap with hi"
"OR","73","map; RIT","","17 ODOT data Risk assessment hazards Notes with TOCS high water data for mapping purposes. Unstable Slopes Landslides 13,048 records Asset condition Infrastructure vulnerability All culverts rated as in “critical” condition and all bridges rated as in “poor” condition. Multi-hazard risk Nine climate hazards (see table 2) Ranges from exposure to 0-9 overlapping hazards by mid-century. Social Equity All High and medium-high social disparity block groups based on ODOTs statewide equity layer."
"OR","75","RIT","",". Figure 1. Risk Methodology. Risk is a function of climate change and hazard exposure with transportation consequences. A better understanding of risk can help ODOT target limited resources in key areas of concern. Projected Climate Data ODOT worked with a consultant to develop robust future climate projections for nine hazards that mirror datasets and analytic approaches used by Oregon’s Climate Change Research Institute in the biennial state Climate Assessments (table 1). The mid- and late century projection horizons1 referred to in the assessment are 2055 and 2085, respectively, in order to match the timeframes used in the Fifth Oregon Climate Assessment Report. Table 1. Projected Climate Data. Hazard Indicator Data Source Justification Extreme heat Change in what is considered a ""very hot day,"" categorized by the 95th percentile temperature LOCA/GCM The 95th percentile temperature is a standard measure of extreme heat used in risk assessments. Percentile thresholds best communicate local extremes and how they differ across the state, such as between mountain and low-lying regions. Freeze/thaw Number of days that experience a daily freeze/thaw cycle LOCA/GCM Freeze/thaw cycles "
"OR","76","tool; map; risk map","","Extreme precipitation Change in what is considered “very heavy precipitation,” categorized by the 95th percentile precipitation LOCA/GCM The 95th percentile precipitation is a standard measure of extreme precipitation used in risk assessments. Percentile thresholds best communicate local extremes and how they differ across the state. Snowfall Number of days with 24-hour snowfall of 6” or more LOCA/GCM ODOT has experienced operational impacts in the past from 24-hour snowfall of 6 inches or more. Indicator represents the number of days with daily mean temperatures at or below 32°F and precipitation at or above 6.0”, assuming a snow to liquid ratio2 of 10. Indicator value is in absolute value. Inland flooding 100-year and 500-year floodplain FEMA, Aqueduct Although FEMA flood maps represent present day risks, the 100-year and 500- year flood zones indicate which areas are most likely to flood first, or more frequently, as the climate changes. FEMA flood maps were combined with the projected Aqueduct dataset. Landslides Historical landslide susceptibility events DOGAMI SLIDO & ODOT Unstable Slopes Program Climate projections are not available for landslide hazards, so historical infor"
"OR","78","map; web map; RIT","","Because of the current limited data available but potential for improved future data availability, the project team developed a methodology that will be adaptable and remain consistent as data improvements evolve over time. For example, current detail about “winter events” is limited and likely envelopes multiple and overlapping storm impacts. The methodology used here can accommodate improvements to data detail as they are developed. Consequences The gravity of consequences related to travel disruption is determined by ranking corridors based on road classification, truck flow and traffic flow (table 3). Higher functional classification is associated with higher potential for negative consequences on the economy and local communities. Higher truck and traffic flows are also associated with higher consequences. The study consultant, ICF, used an in-house approach to calculate and normalize exposure, consequences and final risk scores. The final risk scores are applied to the hazard-specific corridor scale risk analyses (see the web map). Note that social equity is applied to the resilience corridor maps for a holistic look at system resilience, but is not included in the climate ch"
"OR","79","map; application; web map; RIT","","with higher social disparity. Communities nearest to high risk corridors are more likely than any others to depend on those corridors, they are therefore most likely to be harmed by disruptions, detours and safety challenges. To help locate human risk and resilience building needs, we integrate ODOT’s Social Equity Disparity Index into a corridor-scale priority system (see Resilience Corridors, below). Table 4. Summary of Data Uses & Applications. Data How is it used? Where is it applied? Future/historical climate data Calculate corridor-scale exposure Corridor risk analysis, climate hazard web map Historical hazard incidents Locate highest risk corridors Web map, resilience corridors Truck/traffic flow, Roadway class Calculate corridor-scale consequences Corridor risk analysis, climate hazard web map Asset condition Locate highest risk corridors Web map, resilience corridors Priority/low-traffic state highway corridor designation Locate highest risk corridors Corridor risk analysis, web map, resilience corridors Historical hazard impacts costs Assess costs by hazard state- wide and by ODOT Region See Appendix A-2 Resilience Corridors Overlapping types of risk are combined into res"
